Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
14700412913,"Jun 5, 2025, 1:32:48 AM",Evening Run,Run,"",2557,8.45,,,false,,,activities/14700412913.gpx,,,2557.0,2199.0,8453.4,6.16,3.844,84.3,82.6,96.3,135.5,8.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8550.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.306,353.5,,,,5954.0,,,,,3.888,,,,,,,,""
14710350040,"Jun 6, 2025, 2:23:45 AM",Evening Run,Run,"",2720,7.71,,,false,,,activities/14710350040.gpx,,,2720.0,2286.0,7713.0,7.34,3.374,66.8,67.4,101.3,135.5,8.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,7789.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.836,1161.7,,,,5820.0,,,,,3.407,,,,,,,,media/DBBE9DD6-8CD5-4F0A-9E9C-4316C03B4AA2.jpg
14738561032,"Jun 8, 2025, 7:21:57 PM",Afternoon Run,Run,"",6028,5.57,,,false,,,activities/14738561032.gpx,,,6028.0,2054.0,5577.0,4.14,2.715,71.9,72.0,96.2,135.5,47.7,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5614.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.925,344.3,,,,4918.0,,,,,2.733,,,,,,,,media/4CAB5080-5787-4319-A166-A9E8F7D851FD.jpg
14750784770,"Jun 10, 2025, 2:20:45 AM",Evening Run,Run,"",2074,6.52,,,false,,,activities/14750784770.gpx,,,2074.0,1801.0,6519.2,5.6,3.62,68.3,66.5,112.7,135.5,5.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6599.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.143,272.4,,,,4866.0,,,,,3.665,,,,,,,,media/ADCE0F8A-E08F-487A-B156-D372332D993F.jpg
14769205052,"Jun 11, 2025, 6:32:29 PM",Lunch Run Post Final,Run,"",1199,4.04,,,false,,,activities/14769205052.gpx,,,1199.0,1035.0,4047.1,5.5,3.91,40.0,30.8,121.1,135.5,45.6,0.3,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,1.0,4145.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.375,276.0,,,,2916.0,,,,,4.005,,,,,,,,""
14833435623,"Jun 17, 2025, 10:57:50 PM",Afternoon Run,Run,Change of scenery,1879,6.52,,,false,,,activities/14833435623.gpx,,,1879.0,1731.0,6526.0,5.9,3.77,86.9,87.0,109.0,149.7,15.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6697.6,1750197632.0,1.0,22.8,23.6,6.9,0.36,1017.2,2.8,4.5,240.0,0.0,1750162176.0,1750219776.0,0.625,,,0.0,1.0,0.08,56396.0,6.0,,,,,0.0,3.473,2992.8,,,,4718.0,,,,,3.869,,,,,,,,media/CBA24717-CADE-453C-9976-4760C09CE54E.jpg
14884846205,"Jun 22, 2025, 7:55:28 PM",Afternoon Run,Run,"",1284,4.96,,,false,,,activities/14884846205.gpx,,,1284.0,1283.0,4962.1,5.02,3.868,0.0,0.0,114.8,115.9,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4973.6,1750618752.0,3.0,16.5,16.8,11.1,0.7,1021.0,1.3,2.9,200.0,0.0,1750594304.0,1750651776.0,0.875,,,0.19,5.0,0.78,24002.0,4.0,,,,,0.0,3.865,0.0,,,,3626.0,,,,,3.877,,,,,,,,""
14926064719,"Jun 26, 2025, 8:10:20 PM",Afternoon Run,Run,"",3112,9.72,,,false,,,activities/14926064719.gpx,,,3112.0,2746.0,9725.6,4.56,3.542,0.0,0.0,114.9,115.9,2.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,9746.9,1750968064.0,3.0,19.4,17.7,12.4,0.64,1016.2,3.0,5.2,216.0,0.0,1750939904.0,1750997504.0,0.125,,,0.56,5.0,1.0,25712.0,4.0,,,,,0.0,3.125,0.0,,,,7484.0,,,,,3.549,,,,,,,,""
14947443123,"Jun 28, 2025, 7:33:45 PM",Mailbox Peak,Hike,w/ Rishi Hudson Alec,16818,19.32,,,false,,,activities/14947443123.gpx,,,16818.0,14708.0,19328.6,5.4,1.314,1215.9,1232.3,239.9,1470.1,49.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,1751137152.0,3.0,15.9,15.0,10.3,0.69,1022.8,1.9,3.6,304.0,0.1,1751112704.0,1751170048.0,0.125,,,0.09,5.0,0.93,20749.7,5.0,,,,,0.0,1.149,18752.2,,,,24496.0,,,,,,,24496.0,0.0,,,,,media/2A44C9C5-7B4F-4C4A-9D35-5E61CA0DA111.jpg|media/5B27D967-0BA4-4CD5-A2C8-DA43F8B5DA59.jpg|media/C8854627-06A4-4072-A4F2-63E6FB4C7382.jpg|media/34CBB7D8-D1B5-4B79-B4A6-D3EA7CA1C020.mp4|media/6ADEC053-585E-4C7A-A299-5A69C7344DC6.jpg
15048261067,"Jul 8, 2025, 5:03:49 PM",Morning Run,Run,"",1384,4.86,,,false,,,activities/15048261067.gpx,,,1384.0,1384.0,4859.2,4.52,3.511,0.0,0.0,114.9,115.9,2.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4869.7,1751993984.0,1.0,22.1,25.2,13.5,0.58,1016.1,0.6,2.5,266.0,0.0,1751977216.0,1752034048.0,0.375,,,0.0,1.0,0.0,37677.0,5.0,,,,,0.0,3.511,0.0,,,,3822.0,,,,,3.519,,,,,,,,""
15217105396,"Jul 24, 2025, 4:46:46 AM",Morning Run,Run,Too humid here,1412,4.83,,,false,,,activities/15217105396.gpx,,,1412.0,1349.0,4837.4,5.3,3.586,18.2,18.5,6.0,13.6,17.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4997.3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.426,0.0,,,,3620.0,0.0,,,,3.704,,,,,,,,media/2C00EEFF-6E70-4CB2-B7F6-1361A9C85F69.jpg
15275577134,"Jul 29, 2025, 1:58:28 PM",Morning Run,Run,"",3682,12.89,,,false,,,activities/15275577134.gpx,,,3682.0,3523.0,12889.2,5.94,3.659,5.8,5.8,7.4,10.5,3.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,12903.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.501,0.0,,,,9888.0,0.0,,,,3.663,,,,,,,,media/8767E171-A57C-4387-83EF-D038FFD16EBD.jpg
15359900844,"Aug 6, 2025, 1:46:14 AM",Evening Run,Run,"",2585,8.16,,,false,,,activities/15359900844.gpx,,,2585.0,2401.0,8166.5,6.82,3.401,2.7,2.7,7.8,10.5,2.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8174.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.159,0.0,,,,6396.0,0.0,,,,3.405,,,,,,,,""
15370890283,"Aug 6, 2025, 11:24:03 PM",Afternoon Run,Run,"",1446,5.02,,,false,,,activities/15370890283.gpx,,,1446.0,1211.0,5021.3,7.02,4.146,0.0,0.0,8.5,10.5,2.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5026.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.473,0.0,,,,3188.0,0.0,,,,4.151,,,,,,,,media/E02835B9-98AA-4629-90A0-A3CD171002CA.jpg
15425528148,"Aug 11, 2025, 8:00:40 PM",Lunch Run,Run,"",3158,9.72,,,false,,,activities/15425528148.gpx,,,3158.0,2745.0,9726.7,9.18,3.543,3.0,3.0,7.4,10.5,2.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,9737.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08,0.0,,,,7454.0,0.0,,,,3.547,,,,,,,,""
15473155307,"Aug 16, 2025, 1:02:14 AM",Evening Run,Run,"",2517,8.19,,,false,,,activities/15473155307.gpx,,,2517.0,2305.0,8196.9,6.18,3.556,0.0,0.0,8.5,10.5,2.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8207.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.257,0.0,,,,6088.0,0.0,,,,3.561,,,,,,,,""
15528125507,"Aug 20, 2025, 5:52:02 PM",Morning Run,Run,Lenny finally got off the couch,3116,10.12,,,false,,,activities/15528125507.gpx,,,3116.0,2809.0,10126.5,5.06,3.605,59.9,60.0,9.5,42.5,7.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,10204.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,0.0,,,,7524.0,0.0,,,,3.633,,,0.0,,,,,media/27567AD8-AD75-4C09-AF4C-CC184A099523.jpg|media/FFF477BD-D0C8-43F8-A898-F0C8FFE72990.jpg|media/AA40DD31-C13E-4019-B504-0C66A320364D.jpg
15574116460,"Aug 24, 2025, 6:53:33 PM",Lunch Run,Run,"",1669,5.81,,,false,,,activities/15574116460.gpx,,,1669.0,1665.0,5809.0,5.94,3.489,5.6,2.1,8.9,12.5,18.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5829.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.481,3230.6,,,,4004.0,0.0,,,,3.501,,,,,,,,""
15622029000,"Aug 29, 2025, 12:11:26 AM",Evening Run,Run,Zone 2 running,2807,7.26,,,false,,,activities/15622029000.gpx,,,2807.0,2805.0,7259.6,5.72,2.588,0.0,0.0,8.5,10.5,2.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,7268.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.586,0.0,,,,6318.0,0.0,,,,2.591,,,,,,,,""
15641681094,"Aug 30, 2025, 8:01:16 PM",Afternoon Run,Run,w/ Alec,3957,13.27,,,false,,,activities/15641681094.gpx,,,3957.0,3717.0,13270.1,5.36,3.57,4.9,4.5,9.8,14.7,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,13283.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.354,1471.9,,,,9714.0,0.0,,,,3.579,,,0.0,,,,,media/E306892F-8504-4025-8A15-A7C62BC8D6BC.jpg|media/A76CF32F-1A3D-4258-B225-9E7D27194614.jpg
15698710437,"Sep 4, 2025, 5:26:20 PM",Afternoon Hike,Hike,Gang in Seattle,9585,7.68,,,false,,,activities/15698710437.gpx,,,9585.0,6625.0,7679.3,3.76,1.159,510.0,511.1,56.5,565.9,47.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.801,7679.3,,,,1248.0,0.0,,,,,,1248.0,0.0,,,,,media/3AFAF8CC-679C-4F8F-966A-3813DC820ABE.jpg|media/B34FB30E-4A74-4E06-99F7-CCA84B847D17.jpg|media/E1780E2C-94A7-4A53-BA0A-41DA434F01EE.jpg|media/7E8366D2-6D9E-4C42-8163-F2E61F6BE072.jpg
15707091142,"Sep 5, 2025, 3:25:27 PM",Morning Run,Run,"",1903,6.78,,,false,,,activities/15707091142.gpx,,,1903.0,1873.0,6779.6,6.02,3.62,125.7,125.8,73.7,102.1,10.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,7015.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.563,0.0,,,,4598.0,0.0,,,,3.746,,,,,,,,""
15741462305,"Sep 8, 2025, 3:50:37 PM",Morning Run,Run,"",1357,5.25,,,false,,,activities/15741462305.gpx,,,1357.0,1357.0,5255.6,6.2,3.873,97.4,98.1,73.7,102.1,10.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.873,0.0,,,,3606.0,0.0,,,,4.011,,,,,,,,""
15791057395,"Sep 12, 2025, 11:01:32 PM",Afternoon Run,Run,"",2703,9.88,,,false,,,activities/15791057395.gpx,,,2703.0,2700.0,9888.0,7.72,3.662,2.6,2.6,8.4,11.3,3.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,9899.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.658,1140.9,,,,7254.0,0.0,,,,3.667,,,,,,,,""
15814601973,"Sep 14, 2025, 11:39:58 PM",Afternoon Run,Run,Zone 2 Run #2,2229,6.43,,,false,,,activities/15814601973.gpx,,,2229.0,2226.0,6432.2,4.7,2.89,0.0,0.0,8.4,10.3,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.886,45.2,,,,5270.0,0.0,,,,2.894,,,,,,,,""
15837950474,"Sep 17, 2025, 1:32:17 AM",Evening Run,Run,"Consider me an artist
Next year 6:07 pace",1905,5.76,,,false,,,activities/15837950474.gpx,,,1905.0,1715.0,5763.3,4.68,3.361,96.9,106.9,9.3,51.7,29.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.025,1587.8,,,,4772.0,0.0,,,,3.537,,,0.0,,,,,media/85592364-D780-4CD0-B99D-D7E80104949E.jpg|media/0A166C2C-EEB5-4DD6-B64F-3AF707CF9568.jpg
15890764525,"Sep 21, 2025, 3:48:03 PM",Morning Run,Run,"",3088,10.04,,,false,,,activities/15890764525.gpx,,,3088.0,2832.0,10039.9,9.153,3.545,90.1,90.1,53.0,115.4,39.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,10230.3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.251,1215.2,,,,6646.0,0.0,,,,3.612,,,,,,,,media/BBAC17ED-A567-4A0A-88F7-79F16F78DA8E.jpg|media/085834A5-C94E-4F1D-AB91-239BDFF121D6.jpg
15904745396,"Sep 23, 2025, 1:04:38 AM",Evening Run,Run,"",1843,6.76,,,false,,,activities/15904745396.gpx,,,1843.0,1843.0,6765.1,5.56,3.671,67.1,67.9,80.5,112.2,12.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6878.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.671,758.2,,,,4564.0,0.0,,,,3.732,,,,,,,,""
15938778190,"Sep 26, 2025, 3:47:01 AM",Night Run,Run,Zone 2 Run #3,2309,6.44,,,false,,,activities/15938778190.gpx,,,2309.0,2297.0,6447.3,3.93,2.807,17.8,17.8,89.8,103.7,4.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.792,0.0,,,,5396.0,0.0,,,,2.816,,,,,,,,""
15959308746,"Sep 28, 2025, 1:03:40 AM",Evening Run,Run,"",2739,10.37,,,false,,,activities/15959308746.gpx,,,2739.0,2701.0,10370.7,5.6,3.84,49.1,48.3,89.8,111.9,6.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,10418.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.786,0.0,,,,7028.0,0.0,,,,3.857,,,,,,,,""
15970638725,"Sep 28, 2025, 7:28:41 AM",Night Walk,Walk,"",2039,2.06,,,false,,,activities/15970638725.gpx,,,2039.0,1550.0,2065.8,2.47,1.333,24.0,24.4,91.4,115.9,16.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.013,337.6,,,,2548.0,0.0,,,,,,,,,,,,""
15970793327,"Sep 28, 2025, 11:33:22 PM",Afternoon Run,Run,"",1802,6.49,,,false,,,activities/15970793327.gpx,,,1802.0,1801.0,6495.7,5.2,3.607,35.8,37.1,89.9,111.8,4.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6525.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.605,0.0,,,,4528.0,0.0,,,,3.623,,,,,,,,""
15981831909,"Sep 30, 2025, 12:42:45 AM",Evening Run,Run,"",2260,6.73,,,false,,,activities/15981831909.gpx,,,2260.0,2024.0,6733.1,4.92,3.327,116.8,117.6,83.4,115.3,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,7065.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.979,1454.1,,,,5166.0,0.0,,,,3.491,,,,,,,,media/1AB389A9-16F8-4FF3-87BD-58905E74DDC5.jpg
15988337194,"Sep 30, 2025, 3:51:20 PM",Morning Run,Run,"",1580,5.40,,,false,,,activities/15988337194.gpx,,,1580.0,1447.0,5405.7,5.64,3.736,26.6,20.3,91.5,111.9,5.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5439.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.421,0.0,,,,3568.0,0.0,,,,3.759,,,,,,,,""
16010505978,"Oct 2, 2025, 2:30:34 PM",Morning Run,Run,"",2573,8.27,,,false,,,activities/16010505978.gpx,,,2573.0,2400.0,8278.3,4.82,3.449,38.8,37.4,90.1,111.9,6.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8311.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.217,0.0,,,,5824.0,0.0,,,,3.463,,,,,,,,""
16025461158,"Oct 4, 2025, 12:36:38 AM",Evening Run,Run,"",2258,6.65,,,false,,,activities/16025461158.gpx,,,2258.0,1941.0,6654.3,5.74,3.428,93.4,93.4,33.1,107.3,18.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6927.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.947,3700.3,,,,4624.0,0.0,,,,3.569,,,,,,,,media/F6C408D6-A28C-4D58-AEAD-545E37850CC5.jpg
16027940027,"Oct 4, 2025, 4:39:49 AM",Night Walk,Walk,The Governor Gauntlet,7101,3.15,,,false,,,activities/16027940027.gpx,,,7101.0,2808.0,3156.3,3.98,1.124,32.2,61.9,91.4,115.9,46.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.444,84.5,,,,2916.0,0.0,,,,,,,0.0,,,,,""
16032489771,"Oct 4, 2025, 3:40:14 PM",Morning Walk,Walk,"",2602,3.66,,,false,,,activities/16032489771.gpx,,,2602.0,2602.0,3661.6,2.4,1.407,13.7,12.8,99.0,103.7,4.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.407,0.0,,,,4630.0,0.0,,,,,,,,,,,,""
16044110085,"Oct 5, 2025, 3:56:27 PM",Morning Run,Run,"",2194,8.05,,,false,,,activities/16044110085.gpx,,,2194.0,2193.0,8050.3,8.38,3.671,34.6,34.5,90.3,111.9,5.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8083.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.669,0.0,,,,5388.0,0.0,,,,3.686,,,,,,,,""
16064679324,"Oct 7, 2025, 3:54:32 PM",Morning Run,Run,"",1567,5.03,,,false,,,activities/16064679324.gpx,,,1567.0,1429.0,5036.6,0.0,3.525,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.214,0.0,,,,3572.0,0.0,,,,,,,,,,,,""
16090729394,"Oct 9, 2025, 11:13:43 PM",Afternoon Run,Run,"",1283,5.03,,,false,,,activities/16090729394.gpx,,,1283.0,1282.0,5032.2,5.76,3.925,23.4,24.2,98.1,111.9,5.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5054.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.922,0.0,,,,3320.0,0.0,,,,3.943,,,,,,,,""
16099938993,"Oct 10, 2025, 9:30:31 PM",Afternoon Run,Run,"",3823,8.16,,,false,,,activities/16099938993.gpx,,,3823.0,2246.0,8167.9,7.66,3.637,80.4,85.2,95.2,135.5,5.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8225.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.137,673.5,,,,5666.0,0.0,,,,3.662,,,,,,,,media/E3193F40-E2EA-44BD-81B6-B4C1B857C10A.jpg
16122501400,"Oct 12, 2025, 10:43:58 PM",Afternoon Run,Run,HMPD #1,3714,12.51,,,false,,,activities/16122501400.gpx,,,3714.0,3714.0,12517.4,5.58,3.37,48.8,50.6,89.8,111.9,5.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,12562.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.37,0.0,,,,9142.0,0.0,,,,3.382,,,0.0,,,,,""
16139379142,"Oct 14, 2025, 3:53:33 PM",Morning Run,Run,"",1901,6.68,,,false,,,activities/16139379142.gpx,,,1901.0,1764.0,6686.0,5.74,3.79,33.4,33.7,92.1,111.9,5.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6718.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.517,0.0,,,,4670.0,0.0,,,,3.809,,,,,,,,""
16174087944,"Oct 17, 2025, 9:50:35 PM",Afternoon Run,Run,"",2046,7.37,,,false,,,activities/16174087944.gpx,,,2046.0,2045.0,7378.3,4.82,3.608,67.6,67.6,69.8,111.9,11.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,7483.9,,,,,,,,,,,,,,,,,,,,,,,,,,,3.606,213.1,,,,5312.0,0.0,,,,3.66,,,,,,,,""
16206424104,"Oct 20, 2025, 10:46:45 PM",Afternoon Run,Run,Alec surprise visit,6808,8.86,,,false,,,activities/16206424104.gpx,,,6808.0,2384.0,8860.3,5.54,3.717,86.3,88.8,94.8,135.5,26.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8967.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.301,679.6,,,,6078.0,0.0,,,,3.762,,,,,,,,media/9503742E-6A5F-4ABD-94DA-20078507F414.jpg
16237912704,"Oct 24, 2025, 2:11:45 AM",Evening Run,Run,"",983,3.36,,,false,,,activities/16237912704.gpx,,,983.0,918.0,3360.8,5.08,3.661,14.1,14.5,98.1,112.5,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,3380.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.419,0.0,,,,2412.0,0.0,,,,3.682,,,,,,,,""
16253384211,"Oct 25, 2025, 3:33:49 PM",Morning Run,Run,"",1887,6.60,,,false,,,activities/16253384211.gpx,,,1887.0,1680.0,6600.8,5.74,3.929,14.5,12.7,7.5,15.1,13.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6622.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.498,0.0,,,,4586.0,0.0,,,,3.942,,,,,,,,media/4CF190CD-58B3-4A9C-9494-7823F9F3D02F.jpg
16303409277,"Oct 30, 2025, 3:22:38 PM",Morning Run,Run,"",2019,6.67,,,false,,,activities/16303409277.gpx,,,2019.0,1800.0,6673.4,5.06,3.707,27.9,29.5,97.7,111.9,5.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6703.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.305,0.0,,,,4882.0,0.0,,,,3.724,,,,,,,,""
16337718881,"Nov 2, 2025, 11:17:48 PM",Evening Run,Run,HMPD #2 + ocean plunge w/ Pat,10396,16.31,,,false,,,activities/16337718881.gpx,,,10396.0,4764.0,16313.2,7.3,3.424,114.8,228.4,3.0,135.5,22.7,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,16293.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1.569,805.0,,,,10960.0,0.0,,,,3.42,,,,,,,,media/532AFE5A-8A22-43C0-885D-462A318B87CB.jpg|media/6298E57E-A7BC-4BB2-8E65-CD717AAEFF56.mp4
16445256452,"Nov 13, 2025, 10:32:47 AM",Morning Walk,Walk,Phone died halfway,7996,4.40,,,false,,,activities/16445256452.gpx,,,7996.0,2781.0,4406.1,2.54,1.584,86.9,102.0,56.6,115.9,15.1,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.551,450.1,,,,5182.0,0.0,,,,,,,0.0,,,,,""
16457621071,"Nov 14, 2025, 4:52:49 PM",Morning Run,Run,"",5110,16.43,,,false,,,activities/16457621071.gpx,,,5110.0,4693.0,16430.7,5.38,3.501,72.5,72.7,89.8,111.9,7.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,16509.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.215,67.0,,,,12714.0,0.0,,,,3.518,,,,,,,,""
16517171911,"Nov 20, 2025, 5:27:46 PM",Morning Run,Run,"",2911,8.55,,,false,,,activities/16517171911.gpx,,,2911.0,2905.0,8552.5,3.92,2.944,16.9,16.2,98.0,103.7,3.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8567.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.938,0.0,,,,6782.0,0.0,,,,2.949,,,,,,,,""
16536649929,"Nov 22, 2025, 5:53:29 PM",Lunch Walk,Walk,"",4820,7.32,,,false,,,activities/16536649929.gpx,,,4820.0,4820.0,7328.5,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,0.0,,,,8734.0,0.0,,,,,,,,,,,,""
16550301154,"Nov 24, 2025, 6:18:07 AM",Night Walk,Walk,Becoming Vegas tradition I guess but went straight into a generational blackjack run,9890,6.41,,,false,,,activities/16550301154.gpx,,,9890.0,9890.0,6410.5,0.0,0.648,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.648,0.0,,,,7000.0,0.0,,,,,,,0.0,,,,,media/583CE68F-8C8C-46D7-84F5-4B76DC853D93.jpg|media/22DCB426-4755-4771-A061-3F07A8A7EF45.jpg
